date,time,weather_description,temp_in_f,dewpt_in_f,humidity_in_%,pressure,precipitation_in_inches,wind_direction,wind_speed_in_mph
2018-03-08,22:00:00,Partly Cloudy,33°F,20°F,58%,29.85,0 in.,NNW,4
2018-03-08,23:00:00,Partly Cloudy,32°F,19°F,57%,29.85,0 in.,NW,4
2018-03-09,00:00:00,Cloudy,32°F,19°F,57%,29.85,0 in.,WNW,0
2018-03-09,01:00:00,Clear,32°F,18°F,55%,29.84,0 in.,NNE,3
2018-03-09,02:00:00,Partly Cloudy,33°F,18°F,53%,29.84,0 in.,SW,2
2018-03-09,03:00:00,Clear,33°F,17°F,52%,29.83,0 in.,W,4
2018-03-09,04:00:00,Clear,32°F,18°F,55%,29.83,0 in.,ENE,5
2018-03-09,05:00:00,Clear,32°F,18°F,55%,29.85,0 in.,WSW,1
2018-03-09,06:00:00,Clear,31°F,17°F,56%,29.87,0 in.,WNW,1
2018-03-09,07:00:00,Clear,32°F,18°F,56%,29.89,0 in.,NW,3
2018-03-09,08:00:00,Clear,34°F,19°F,54%,29.90,0 in.,W,2
2018-03-09,09:00:00,Partly Cloudy,36°F,20°F,52%,29.91,0 in.,N,6
2018-03-09,10:00:00,Mostly Cloudy,38°F,22°F,51%,29.91,0 in.,WNW,2
2018-03-09,11:00:00,Cloudy,41°F,22°F,47%,29.91,0 in.,WSW,6
2018-03-09,12:00:00,Cloudy,41°F,20°F,43%,29.92,0 in.,N,5
2018-03-09,13:00:00,Cloudy,43°F,22°F,43%,29.91,0 in.,W,3
2018-03-09,14:00:00,Mostly Cloudy,43°F,22°F,43%,29.90,0 in.,WNW,5
2018-03-09,15:00:00,Cloudy,44°F,22°F,42%,29.89,0 in.,W,1
2018-03-09,16:00:00,Mostly Cloudy,44°F,21°F,40%,29.90,0 in.,WSW,2
2018-03-09,17:00:00,Mostly Cloudy,42°F,21°F,42%,29.91,0 in.,N,6
2018-03-09,18:00:00,Partly Cloudy,39°F,19°F,44%,29.93,0 in.,N,3
2018-03-09,19:00:00,Clear,37°F,19°F,48%,29.96,0 in.,NNW,6
2018-03-09,20:00:00,Cloudy,35°F,19°F,51%,29.98,0 in.,SSW,1
2018-03-09,21:00:00,Mostly Cloudy,36°F,18°F,48%,29.98,0 in.,WNW,0
2018-03-09,22:00:00,Mostly Cloudy,32°F,17°F,54%,29.98,0 in.,W,0
2018-03-09,23:00:00,Mostly Cloudy,29°F,18°F,63%,29.99,0 in.,W,0
2018-03-10,00:00:00,Clear,27°F,19°F,71%,29.99,0 in.,W,0
2018-03-10,01:00:00,Clear,26°F,19°F,73%,30.01,0 in.,W,0
2018-03-10,02:00:00,Clear,24°F,19°F,79%,30.01,0 in.,W,0
2018-03-10,03:00:00,Clear,23°F,18°F,80%,30.00,0 in.,W,0
2018-03-10,04:00:00,Clear,22°F,18°F,83%,30.00,0 in.,W,0
2018-03-10,05:00:00,Clear,22°F,18°F,84%,30.01,0 in.,W,0
2018-03-10,06:00:00,Clear,21°F,17°F,85%,30.02,0 in.,W,0
2018-03-10,07:00:00,Clear,22°F,19°F,87%,30.04,0 in.,W,0
2018-03-10,08:00:00,Clear,26°F,21°F,82%,30.05,0 in.,W,0
2018-03-10,09:00:00,Mostly Cloudy,33°F,25°F,71%,30.06,0 in.,W,0
2018-03-10,10:00:00,Partly Cloudy,38°F,25°F,60%,30.05,0 in.,SSW,0
2018-03-10,11:00:00,Cloudy,39°F,24°F,54%,30.04,0 in.,SSW,0
2018-03-10,12:00:00,Cloudy,41°F,23°F,49%,30.01,0 in.,SSE,0
2018-03-10,13:00:00,Clear,44°F,25°F,46%,29.97,0 in.,SSW,2
2018-03-10,14:00:00,Clear,46°F,25°F,44%,29.94,0 in.,WSW,2
2018-03-10,15:00:00,Clear,47°F,27°F,45%,29.92,0 in.,SE,2
2018-03-10,16:00:00,Clear,49°F,28°F,43%,29.93,0 in.,SSW,1
2018-03-10,17:00:00,Clear,47°F,27°F,46%,29.95,0 in.,SE,0
2018-03-10,18:00:00,Clear,44°F,27°F,51%,29.98,0 in.,SSW,0
2018-03-10,19:00:00,Clear,40°F,26°F,58%,30.00,0 in.,S,0
2018-03-10,20:00:00,Clear,36°F,26°F,66%,30.02,0 in.,SSW,0
2018-03-10,21:00:00,Clear,35°F,26°F,70%,30.03,0 in.,WSW,0
2018-03-10,22:00:00,Partly Cloudy,33°F,25°F,73%,30.03,0 in.,WSW,0
2018-03-10,23:00:00,Clear,32°F,24°F,72%,30.04,0 in.,WSW,0
2018-03-11,00:00:00,Clear,32°F,23°F,70%,30.05,0 in.,WSW,0
2018-03-11,01:00:00,Clear,31°F,23°F,72%,30.06,0 in.,WSW,0
2018-03-11,03:00:00,Clear,29°F,22°F,76%,30.07,0 in.,WSW,0
2018-03-11,04:00:00,Clear,32°F,23°F,69%,30.08,0 in.,NE,0
2018-03-11,05:00:00,Clear,31°F,22°F,68%,30.08,0 in.,ENE,0
2018-03-11,06:00:00,Clear,29°F,21°F,72%,30.10,0 in.,ESE,0
2018-03-11,07:00:00,Clear,28°F,21°F,74%,30.11,0 in.,ESE,0
2018-03-11,08:00:00,Clear,26°F,21°F,80%,30.12,0 in.,WNW,0
2018-03-11,09:00:00,Clear,31°F,25°F,77%,30.12,0 in.,SE,0
2018-03-11,10:00:00,Clear,36°F,24°F,61%,30.13,0 in.,ENE,1
2018-03-11,11:00:00,Clear,40°F,25°F,55%,30.12,0 in.,SE,1
2018-03-11,12:00:00,Clear,43°F,27°F,52%,30.12,0 in.,ESE,1
2018-03-11,13:00:00,Clear,46°F,28°F,48%,30.10,0 in.,WSW,4
2018-03-11,14:00:00,Clear,48°F,28°F,46%,30.06,0 in.,S,1
2018-03-11,15:00:00,Clear,50°F,29°F,44%,30.03,0 in.,SSE,1
2018-03-11,16:00:00,Clear,49°F,28°F,44%,30.02,0 in.,E,0
2018-03-11,17:00:00,Mostly Cloudy,50°F,28°F,43%,30.00,0 in.,N,0
2018-03-11,18:00:00,Cloudy,50°F,28°F,43%,30.00,0 in.,SE,0
2018-03-11,19:00:00,Clear,48°F,28°F,46%,30.01,0 in.,SW,0
2018-03-11,20:00:00,Clear,43°F,27°F,53%,30.02,0 in.,SE,0
2018-03-11,21:00:00,Clear,39°F,27°F,62%,30.02,0 in.,ESE,0
2018-03-11,22:00:00,Clear,36°F,26°F,68%,30.03,0 in.,ESE,0
2018-03-11,23:00:00,Clear,35°F,25°F,67%,30.03,0 in.,ESE,0
2018-03-12,00:00:00,Clear,34°F,24°F,66%,30.02,0 in.,ESE,0
2018-03-12,01:00:00,Clear,33°F,24°F,70%,30.01,0 in.,ESE,0
2018-03-12,02:00:00,Clear,31°F,24°F,76%,29.98,0 in.,SE,0
2018-03-12,03:00:00,Clear,32°F,23°F,68%,29.97,0 in.,SE,0
2018-03-12,04:00:00,Cloudy,33°F,24°F,68%,29.96,0 in.,SE,0
2018-03-12,05:00:00,Mostly Cloudy,31°F,23°F,72%,29.93,0 in.,SE,0
2018-03-12,06:00:00,Cloudy,32°F,26°F,77%,29.94,0 in.,SE,0
2018-03-12,07:00:00,Mostly Cloudy,34°F,27°F,74%,29.93,0 in.,NE,0
2018-03-12,08:00:00,Cloudy,34°F,25°F,69%,29.93,0 in.,ESE,0
2018-03-12,09:00:00,Cloudy,35°F,26°F,68%,29.93,0 in.,ENE,0
2018-03-12,10:00:00,Cloudy,36°F,26°F,67%,29.91,0 in.,NE,1
2018-03-12,11:00:00,Partly Cloudy,40°F,28°F,63%,29.88,0 in.,ENE,2
2018-03-12,12:00:00,Cloudy,42°F,28°F,58%,29.87,0 in.,SE,2
2018-03-12,13:00:00,Cloudy,42°F,28°F,58%,29.86,0 in.,ENE,1
2018-03-12,14:00:00,Cloudy,42°F,27°F,55%,29.83,0 in.,W,3
2018-03-12,15:00:00,Cloudy,43°F,28°F,56%,29.81,0 in.,NNE,2
2018-03-12,16:00:00,Cloudy,42°F,27°F,55%,29.79,0 in.,NNW,1
2018-03-12,17:00:00,Cloudy,42°F,27°F,55%,29.78,0 in.,NNE,1
2018-03-12,18:00:00,Cloudy,41°F,28°F,60%,29.79,0 in.,N,2
2018-03-12,19:00:00,Cloudy,39°F,30°F,71%,29.81,0 in.,N,3
2018-03-12,20:00:00,Cloudy,37°F,30°F,75%,29.81,0 in.,NW,3
2018-03-12,21:00:00,Cloudy,36°F,30°F,79%,29.83,0 in.,NE,3
2018-03-12,22:00:00,Clear,35°F,30°F,82%,29.81,0 in.,NNE,2
2018-03-12,23:00:00,Clear,34°F,29°F,83%,29.81,0 in.,N,4
2018-03-13,00:00:00,Cloudy,33°F,29°F,86%,29.80,0 in.,NE,0
2018-03-13,01:00:00,Mostly Cloudy,36°F,29°F,75%,29.79,0 in.,SE,0
2018-03-13,02:00:00,Partly Cloudy,36°F,26°F,66%,29.77,0 in.,N,5
2018-03-13,03:00:00,Partly Cloudy,35°F,24°F,65%,29.78,0 in.,N,1
2018-03-13,04:00:00,Partly Cloudy,34°F,24°F,66%,29.78,0 in.,N,1
2018-03-13,05:00:00,Partly Cloudy,35°F,24°F,63%,29.80,0 in.,NNW,6
2018-03-13,06:00:00,Cloudy,34°F,23°F,64%,29.80,0 in.,NE,4
2018-03-13,07:00:00,Cloudy,32°F,23°F,68%,29.83,0 in.,N,3
2018-03-13,08:00:00,Cloudy,32°F,23°F,69%,29.86,0 in.,NNW,1
2018-03-13,09:00:00,Cloudy,35°F,24°F,63%,29.86,0 in.,N,4
2018-03-13,10:00:00,Partly Cloudy,37°F,23°F,57%,29.88,0 in.,NW,6
2018-03-13,12:00:00,Partly Cloudy,42°F,24°F,48%,29.85,0 in.,N,6
2018-03-13,13:00:00,Mostly Cloudy,44°F,24°F,44%,29.85,0 in.,N,4
2018-03-13,14:00:00,Mostly Cloudy,43°F,22°F,42%,29.83,0 in.,WNW,5
2018-03-13,15:00:00,Cloudy,43°F,21°F,41%,29.83,0 in.,NE,5
2018-03-13,16:00:00,Cloudy,45°F,20°F,36%,29.82,0 in.,WNW,5
2018-03-13,17:00:00,Cloudy,44°F,21°F,40%,29.82,0 in.,NNE,2
2018-03-13,18:00:00,Partly Cloudy,43°F,20°F,40%,29.83,0 in.,NNE,3
2018-03-13,19:00:00,Clear,40°F,22°F,49%,29.84,0 in.,N,1
2018-03-13,20:00:00,Mostly Cloudy,38°F,22°F,52%,29.86,0 in.,WNW,2
2018-03-13,21:00:00,Partly Cloudy,36°F,23°F,59%,29.88,0 in.,NW,0
2018-03-13,22:00:00,Mostly Cloudy,36°F,22°F,56%,29.88,0 in.,NNW,0
2018-03-13,23:00:00,Partly Cloudy,33°F,21°F,62%,29.88,0 in.,NNW,0
2018-03-14,00:00:00,Mostly Cloudy,35°F,24°F,64%,29.88,0 in.,W,2
2018-03-14,01:00:00,Cloudy,32°F,23°F,69%,29.87,0 in.,NNW,0
2018-03-14,02:00:00,Mostly Cloudy,31°F,22°F,70%,29.85,0 in.,N,0
2018-03-14,03:00:00,Partly Cloudy,29°F,21°F,73%,29.85,0 in.,NNW,0
2018-03-20,08:00:00,Cloudy,35°F,33°F,94%,29.75,0.04 in.,NE,1
2018-03-20,09:00:00,Cloudy,34°F,33°F,94%,29.75,0.03 in.,SE,0
2018-03-20,10:00:00,Cloudy,34°F,33°F,94%,29.74,0.13 in.,ESE,1
2018-03-20,11:00:00,Cloudy,33°F,31°F,94%,29.75,0.09 in.,NNW,2
2018-03-20,12:00:00,Cloudy,33°F,31°F,93%,29.75,0.01 in.,NNE,0
2018-03-20,13:00:00,Cloudy,33°F,31°F,93%,29.77,0.01 in.,NNE,0
2018-03-20,14:00:00,Cloudy,34°F,33°F,94%,29.75,0.03 in.,NNE,0
2018-03-20,15:00:00,Cloudy,33°F,31°F,92%,29.75,0.01 in.,NNE,0
2018-03-20,16:00:00,Cloudy,33°F,31°F,92%,29.76,0.01 in.,NNE,0
2018-03-20,17:00:00,Cloudy,32°F,30°F,91%,29.76,0 in.,NNE,0
2018-03-20,18:00:00,Cloudy,32°F,30°F,91%,29.75,0.01 in.,NNE,0
2018-03-20,19:00:00,Cloudy,31°F,29°F,92%,29.75,0 in.,NNE,0
2018-03-20,20:00:00,Cloudy,31°F,29°F,93%,29.75,0 in.,NNE,0
2018-03-20,21:00:00,Cloudy,31°F,30°F,95%,29.72,0 in.,NNE,0
2018-03-20,22:00:00,Cloudy,31°F,30°F,95%,29.72,0 in.,NNE,0
2018-03-20,23:00:00,Cloudy,31°F,29°F,93%,29.73,0 in.,NNE,0
2018-03-21,00:00:00,Cloudy,31°F,30°F,95%,29.71,0 in.,NNE,0
2018-03-21,01:00:00,Cloudy,31°F,29°F,93%,29.68,0 in.,NNE,0
2018-03-21,02:00:00,Cloudy,31°F,29°F,93%,29.66,0 in.,NNE,0
2018-03-21,03:00:00,Cloudy,31°F,30°F,95%,29.66,0 in.,NNE,0
2018-03-21,04:00:00,Cloudy,30°F,29°F,95%,29.64,0 in.,NNE,0
2018-03-21,05:00:00,Cloudy,30°F,29°F,95%,29.63,0 in.,NNE,0
2018-03-21,06:00:00,Cloudy,30°F,29°F,96%,29.61,0 in.,NNE,0
2018-03-21,07:00:00,Cloudy,29°F,28°F,96%,29.61,0 in.,NNE,0
2018-03-21,08:00:00,Cloudy,30°F,29°F,96%,29.63,0 in.,NNE,0
2018-03-21,09:00:00,Cloudy,31°F,30°F,96%,29.64,0 in.,NNE,0
2018-03-21,10:00:00,Cloudy,32°F,31°F,95%,29.65,0 in.,NE,0
2018-03-21,11:00:00,Cloudy,32°F,31°F,95%,29.65,0 in.,NNE,0
2018-03-21,12:00:00,Cloudy,33°F,31°F,94%,29.65,0 in.,N,0
2018-03-21,13:00:00,Cloudy,34°F,33°F,94%,29.65,0.02 in.,N,1
2018-03-21,14:00:00,Cloudy,34°F,32°F,93%,29.65,0.08 in.,E,0
2018-03-21,15:00:00,Cloudy,34°F,32°F,92%,29.65,0.07 in.,ENE,2
2018-03-21,16:00:00,Cloudy,35°F,32°F,88%,29.66,0.04 in.,NNE,5
2018-03-21,17:00:00,Cloudy,34°F,32°F,91%,29.68,0.02 in.,NNW,4
2018-03-21,18:00:00,Cloudy,35°F,32°F,90%,29.71,0.01 in.,NW,0
2018-03-21,19:00:00,Cloudy,34°F,31°F,90%,29.74,0.01 in.,E,1
2018-03-21,20:00:00,Cloudy,34°F,31°F,90%,29.77,0 in.,N,5
2018-03-21,21:00:00,Cloudy,34°F,31°F,88%,29.81,0 in.,N,3
2018-03-21,22:00:00,Cloudy,34°F,31°F,88%,29.83,0 in.,NNW,3
2018-03-21,23:00:00,Cloudy,34°F,31°F,89%,29.83,0 in.,NW,1
2018-03-22,00:00:00,Cloudy,36°F,31°F,82%,29.84,0 in.,NE,4
2018-03-22,01:00:00,Cloudy,35°F,30°F,82%,29.85,0 in.,NW,0
2018-03-22,02:00:00,Cloudy,37°F,29°F,74%,29.85,0 in.,N,8
2018-03-22,03:00:00,Partly Cloudy,36°F,29°F,74%,29.86,0 in.,NNW,3
2018-03-22,04:00:00,Clear,35°F,28°F,74%,29.87,0 in.,N,1
2018-03-22,05:00:00,Clear,35°F,27°F,71%,29.90,0 in.,NNE,5
2018-03-22,06:00:00,Clear,33°F,25°F,71%,29.93,0 in.,WNW,0
2018-03-22,07:00:00,Clear,34°F,24°F,67%,29.95,0 in.,NW,1
2018-03-22,08:00:00,Clear,35°F,24°F,65%,29.98,0 in.,N,3
2018-03-22,09:00:00,Clear,37°F,24°F,60%,30.00,0 in.,NNW,5
2018-03-22,10:00:00,Clear,39°F,26°F,60%,30.02,0 in.,N,0
2018-03-22,11:00:00,Clear,40°F,27°F,60%,30.02,0.01 in.,N,4
2018-03-22,12:00:00,Clear,42°F,27°F,55%,30.03,0 in.,NNW,5
2018-03-22,13:00:00,Clear,44°F,29°F,55%,30.03,0 in.,NW,6
2018-03-22,14:00:00,Clear,45°F,29°F,54%,30.01,0 in.,NNE,7
2018-03-22,15:00:00,Clear,48°F,30°F,49%,29.99,0 in.,WNW,1
2018-03-22,16:00:00,Clear,47°F,24°F,40%,30.00,0 in.,NNE,6
2018-03-22,17:00:00,Clear,46°F,24°F,42%,30.00,0 in.,N,4
2018-03-22,18:00:00,Clear,46°F,25°F,44%,30.02,0 in.,NE,2
2018-03-22,19:00:00,Clear,44°F,27°F,50%,30.04,0 in.,NW,5
2018-03-22,20:00:00,Clear,43°F,26°F,50%,30.06,0 in.,NE,1
2018-03-22,21:00:00,Clear,41°F,25°F,52%,30.08,0 in.,NNW,3
2018-03-22,22:00:00,Clear,41°F,24°F,50%,30.10,0 in.,NE,1
2018-03-22,23:00:00,Clear,40°F,26°F,56%,30.11,0 in.,NNE,0
2018-03-23,00:00:00,Clear,39°F,25°F,57%,30.12,0 in.,E,0
2018-03-23,01:00:00,Clear,39°F,23°F,53%,30.13,0 in.,N,2
2018-03-23,02:00:00,Clear,38°F,22°F,51%,30.13,0 in.,NNE,0
2018-03-23,03:00:00,Clear,37°F,21°F,52%,30.13,0 in.,NNW,1
2018-03-23,04:00:00,Clear,36°F,20°F,52%,30.12,0 in.,N,2
2018-03-23,05:00:00,Clear,35°F,20°F,53%,30.12,0 in.,WNW,0
2018-03-23,06:00:00,Clear,34°F,20°F,55%,30.13,0 in.,S,0
2018-03-23,07:00:00,Clear,32°F,19°F,58%,30.14,0 in.,WSW,0
2018-03-23,08:00:00,Clear,34°F,20°F,57%,30.14,0 in.,SW,0
2018-03-23,09:00:00,Clear,40°F,22°F,48%,30.14,0 in.,NW,2
2018-03-23,10:00:00,Clear,42°F,22°F,44%,30.15,0 in.,NE,5
2018-03-23,11:00:00,Clear,44°F,23°F,43%,30.13,0 in.,NW,4
2018-03-23,12:00:00,Clear,46°F,25°F,44%,30.12,0 in.,NNW,3
2018-03-23,13:00:00,Mostly Cloudy,47°F,26°F,43%,30.10,0 in.,E,4
2018-03-23,14:00:00,Cloudy,47°F,24°F,40%,30.08,0 in.,NW,4
2018-03-23,15:00:00,Cloudy,48°F,24°F,39%,30.08,0 in.,N,9
2018-03-23,16:00:00,Cloudy,48°F,26°F,41%,30.08,0 in.,NNW,5
2018-03-23,17:00:00,Cloudy,49°F,25°F,39%,30.09,0 in.,WNW,7
2018-03-23,18:00:00,Cloudy,46°F,28°F,48%,30.09,0 in.,N,6
2018-03-23,19:00:00,Mostly Cloudy,44°F,26°F,48%,30.11,0 in.,N,1
2018-03-23,20:00:00,Clear,42°F,24°F,48%,30.13,0 in.,NW,1
2018-03-23,21:00:00,Clear,40°F,24°F,52%,30.16,0 in.,NE,0
2018-03-23,22:00:00,Clear,40°F,24°F,52%,30.16,0 in.,N,7
2018-03-23,23:00:00,Clear,38°F,23°F,55%,30.18,0 in.,NE,3
2018-03-24,00:00:00,Clear,36°F,22°F,57%,30.19,0 in.,SE,0
2018-03-24,01:00:00,Clear,35°F,22°F,59%,30.19,0 in.,NE,0
2018-03-24,02:00:00,Clear,34°F,23°F,63%,30.21,0 in.,NE,0
2018-03-24,03:00:00,Clear,31°F,22°F,68%,30.19,0 in.,WNW,0
2018-03-24,04:00:00,Clear,30°F,22°F,71%,30.19,0 in.,W,0
2018-03-24,05:00:00,Clear,32°F,22°F,67%,30.20,0 in.,SW,0
2018-03-24,06:00:00,Clear,30°F,22°F,71%,30.20,0 in.,NNW,0
2018-03-24,07:00:00,Clear,31°F,22°F,69%,30.21,0 in.,NW,0
2018-03-24,08:00:00,Clear,33°F,23°F,66%,30.23,0 in.,NNW,0
2018-03-24,09:00:00,Clear,36°F,24°F,62%,30.23,0 in.,NNW,0
2018-03-24,10:00:00,Clear,40°F,25°F,55%,30.23,0 in.,ESE,3
2018-03-24,11:00:00,Clear,43°F,27°F,53%,30.20,0 in.,E,2
2018-03-24,12:00:00,Clear,45°F,26°F,47%,30.19,0 in.,E,3
2018-03-24,13:00:00,Clear,46°F,26°F,45%,30.16,0 in.,ENE,2
2018-03-24,14:00:00,Clear,47°F,26°F,43%,30.14,0 in.,NE,2
2018-03-24,15:00:00,Clear,48°F,25°F,40%,30.11,0 in.,NNW,3
2018-03-24,16:00:00,Clear,50°F,27°F,41%,30.08,0 in.,NNE,1
2018-03-24,17:00:00,Clear,49°F,25°F,39%,30.07,0 in.,N,0
2018-03-24,18:00:00,Clear,48°F,26°F,41%,30.06,0 in.,SE,1
2018-03-24,19:00:00,Clear,46°F,25°F,44%,30.06,0 in.,SE,0
2018-03-24,20:00:00,Clear,44°F,26°F,48%,30.07,0 in.,ESE,0
2018-03-24,21:00:00,Clear,40°F,25°F,54%,30.10,0 in.,ESE,0
2018-03-24,22:00:00,Clear,39°F,26°F,58%,30.09,0 in.,ESE,0
2018-03-24,23:00:00,Clear,37°F,26°F,65%,30.10,0 in.,ESE,0
2018-03-25,00:00:00,Clear,35°F,27°F,71%,30.12,0 in.,SSE,0
2018-03-25,01:00:00,Clear,33°F,27°F,77%,30.11,0 in.,SSW,0
2018-03-25,02:00:00,Clear,31°F,26°F,83%,30.11,0 in.,SSW,0
2018-03-25,03:00:00,Clear,30°F,26°F,85%,30.11,0 in.,WSW,0
2018-03-25,04:00:00,Clear,36°F,26°F,68%,30.12,0 in.,N,5
2018-03-25,05:00:00,Clear,35°F,25°F,67%,30.14,0 in.,NNW,2
2018-03-25,06:00:00,Clear,33°F,24°F,68%,30.17,0 in.,N,1
2018-03-25,07:00:00,Clear,31°F,22°F,70%,30.20,0 in.,ENE,0
2018-03-25,08:00:00,Clear,31°F,21°F,67%,30.23,0 in.,NNE,1
2018-03-25,09:00:00,Clear,32°F,19°F,59%,30.27,0 in.,NNW,5
2018-03-25,10:00:00,Clear,35°F,20°F,55%,30.30,0 in.,N,4
2018-03-25,11:00:00,Clear,37°F,20°F,51%,30.32,0 in.,NNE,4
2018-03-25,12:00:00,Partly Cloudy,39°F,22°F,49%,30.34,0 in.,NNE,5
2018-03-25,13:00:00,Cloudy,41°F,23°F,48%,30.35,0 in.,N,6
2018-03-25,14:00:00,Clear,44°F,25°F,46%,30.35,0 in.,N,2
2018-03-25,15:00:00,Clear,44°F,25°F,47%,30.36,0 in.,ESE,3
2018-03-25,16:00:00,Clear,46°F,28°F,49%,30.36,0 in.,ESE,4
2018-03-25,17:00:00,Clear,46°F,28°F,50%,30.37,0 in.,SE,2
2018-03-25,18:00:00,Clear,46°F,29°F,52%,30.39,0 in.,ESE,1
2018-03-25,19:00:00,Mostly Cloudy,44°F,30°F,57%,30.41,0 in.,ENE,0
2018-03-25,20:00:00,Cloudy,42°F,31°F,65%,30.44,0 in.,ESE,0
2018-03-25,21:00:00,Partly Cloudy,40°F,32°F,72%,30.47,0 in.,ENE,1
2018-03-25,22:00:00,Clear,38°F,31°F,77%,30.50,0 in.,ENE,1
2018-03-25,23:00:00,Clear,36°F,30°F,80%,30.50,0 in.,E,0
2018-03-26,00:00:00,Clear,34°F,30°F,84%,30.52,0 in.,E,0
2018-03-26,01:00:00,Clear,33°F,29°F,87%,30.53,0 in.,E,0
2018-03-26,02:00:00,Partly Cloudy,32°F,29°F,88%,30.55,0 in.,E,0
2018-03-26,03:00:00,Partly Cloudy,31°F,29°F,91%,30.55,0 in.,E,0
2018-03-26,07:00:00,Clear,27°F,26°F,95%,30.62,0 in.,NW,0
2018-03-26,08:00:00,Clear,28°F,27°F,95%,30.62,0 in.,NW,0
2018-03-26,09:00:00,Clear,35°F,33°F,93%,30.65,0 in.,WNW,0
2018-03-26,10:00:00,Partly Cloudy,40°F,32°F,72%,30.66,0 in.,S,0
2018-03-26,11:00:00,Clear,43°F,28°F,56%,30.66,0 in.,SSE,5
2018-03-26,12:00:00,Clear,45°F,28°F,51%,30.65,0 in.,E,4
2018-03-26,13:00:00,Partly Cloudy,47°F,29°F,50%,30.63,0 in.,W,3
2018-03-26,14:00:00,Clear,49°F,29°F,46%,30.60,0 in.,ESE,1
2018-03-26,15:00:00,Clear,50°F,30°F,46%,30.58,0 in.,SSE,2
2018-03-26,16:00:00,Clear,52°F,30°F,43%,30.56,0 in.,SSE,5
2018-03-26,17:00:00,Clear,51°F,30°F,44%,30.54,0 in.,SSW,1
2018-03-26,18:00:00,Clear,51°F,30°F,45%,30.55,0 in.,SSE,1
2018-03-26,19:00:00,Clear,47°F,31°F,54%,30.55,0 in.,S,1
2018-03-26,20:00:00,Clear,43°F,30°F,60%,30.58,0 in.,S,0
2018-03-26,21:00:00,Clear,41°F,31°F,66%,30.60,0 in.,SSE,0
2018-03-26,22:00:00,Clear,39°F,30°F,71%,30.62,0 in.,S,0
2018-03-26,23:00:00,Clear,37°F,30°F,75%,30.62,0 in.,S,0
2018-03-27,00:00:00,Clear,36°F,29°F,77%,30.62,0 in.,SSW,0
2018-03-27,01:00:00,Clear,34°F,29°F,82%,30.60,0 in.,SSW,0
2018-03-27,02:00:00,Clear,33°F,29°F,84%,30.60,0 in.,SW,0
2018-03-27,03:00:00,Clear,32°F,28°F,85%,30.58,0 in.,SW,0
2018-03-27,04:00:00,Clear,30°F,27°F,89%,30.54,0 in.,SW,0
2018-03-27,05:00:00,Clear,31°F,28°F,90%,30.52,0 in.,SW,0
2018-03-27,06:00:00,Clear,32°F,29°F,90%,30.51,0 in.,SW,0
2018-03-27,07:00:00,Clear,33°F,30°F,88%,30.51,0 in.,SW,0
2018-03-27,08:00:00,Clear,33°F,30°F,89%,30.51,0 in.,SW,0
2018-03-27,09:00:00,Mostly Cloudy,35°F,31°F,85%,30.52,0 in.,SSW,2
2018-03-27,10:00:00,Cloudy,37°F,32°F,81%,30.51,0 in.,SW,2
2018-03-27,11:00:00,Cloudy,38°F,35°F,87%,30.51,0 in.,SW,0
2018-03-27,12:00:00,Cloudy,38°F,35°F,90%,30.48,0.02 in.,SSW,3
2018-03-27,13:00:00,Cloudy,38°F,36°F,92%,30.45,0.01 in.,S,3
2018-03-27,14:00:00,Cloudy,38°F,36°F,93%,30.41,0.03 in.,SW,1
2018-03-27,15:00:00,Cloudy,39°F,37°F,94%,30.36,0.02 in.,SW,2
2018-03-27,16:00:00,Cloudy,39°F,36°F,90%,30.33,0 in.,SSW,0
2018-03-27,17:00:00,Cloudy,38°F,37°F,94%,30.29,0.02 in.,SW,0
2018-03-27,18:00:00,Cloudy,39°F,38°F,96%,30.27,0.04 in.,SW,0
2018-03-27,19:00:00,Cloudy,38°F,37°F,96%,30.25,0.02 in.,WSW,0
2018-03-27,20:00:00,Cloudy,39°F,38°F,96%,30.24,0 in.,WSW,0
2018-03-27,21:00:00,Cloudy,39°F,38°F,97%,30.22,0 in.,SW,0
2018-03-27,22:00:00,Cloudy,39°F,38°F,96%,30.20,0 in.,WSW,0
2018-03-27,23:00:00,Cloudy,39°F,38°F,96%,30.17,0 in.,SW,0
2018-03-28,00:00:00,Cloudy,39°F,38°F,96%,30.16,0 in.,WSW,0
2018-03-28,01:00:00,Mostly Cloudy,39°F,38°F,97%,30.14,0 in.,SW,0
2018-03-28,02:00:00,Cloudy,39°F,38°F,97%,30.11,0 in.,SW,0
2018-03-28,03:00:00,Cloudy,39°F,38°F,97%,30.09,0 in.,SW,0
2018-03-28,04:00:00,Cloudy,39°F,38°F,97%,30.06,0 in.,SW,0
2018-03-28,05:00:00,Cloudy,39°F,38°F,98%,30.04,0 in.,SW,0
2018-03-28,06:00:00,Cloudy,39°F,38°F,98%,30.04,0 in.,SW,0
2018-03-28,07:00:00,Cloudy,39°F,38°F,98%,30.03,0 in.,SW,0
2018-03-28,08:00:00,Partly Cloudy,40°F,40°F,98%,30.05,0 in.,ENE,0
2018-03-28,09:00:00,Cloudy,41°F,40°F,98%,30.05,0 in.,ENE,0
2018-03-28,10:00:00,Cloudy,42°F,42°F,98%,30.05,0 in.,W,0
2018-03-28,11:00:00,Cloudy,44°F,43°F,96%,30.06,0 in.,S,0
